name,url,price_per_lb,total_price,bag_size,bag_type,country,region,altitude,grower,variety,process,flavor_notes,about,warehouse,position,certifications,is_staff_pick,inventory,overview_text,taste_text,source_text,word_cloud,sweetness,acidity,viscosity,balance,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
BRAZIL ORGANIC MOGIANA FAZENDA DA CABANA SS FC 15+,https://royalcoffee.com/product/3427097000054530671/,,$728.78,130.14 lb,Full Bag,Brazil,"Boituva Municipality, The Mogiana region, São Paulo State, Brazil",1050 masl,Luis Fernando Schettino Moreira | Cafe Da Cabana Farm,"Red Obata, IAC 125, and Arara",Full natural and dried in the sun,"Honey, peanut butter, semi-sweet chocolate","Regional detailsAs the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  The Mogiana region, split between the states of São Paulo and Minas Gerais, is the most renowned of three major Brazilian growing regions.  This region has rolling hills and uneven terrain lending to farms that are small to medium in size.Sourcing DetailsFrom this volume of coffee, we have plucked a special treat traceable to a single farm called Fazenda da Cabana located in the municipality of Boituva.  Luis Fernando Schettino Moreira started focusing on the specialty coffee market and working with an export company called Bourbon Specialty Coffees.  The focus has been to organic farm management practices to balance sustainability and bring out the best quality.ProcessingWhile Luis Fernando’s driving focus is on creating organic farm management innovations, he is also well known for his post harvest processing experience.  Luis Fernando is careful to selectively pick and process ripe cherries at his mill.  Cherries are washed and floated to remove damaged and less dense seeds before the drying process begins.  Cherries are gently dried with a combination of raised beds and mechanical dryers to reduce moisture to 11 percent, and then carefully stored until it is time for milling and export.Exporting detailsLuis Fernando’s partnership with Bourbon Specialty Coffees helps with many of the logistics of selling to the international market, like warehousing and preparing coffee for export.",Midwest,SPOT,Organic,,15 Bags,,,,,,,,,,,,,,,
BRAZIL ORGANIC MOGIANA FAZENDA DA CABANA SS FC 15+,https://royalcoffee.com/product/3427097000053426852/,$5.16,$732.29,130.07 lb,Full Bag,Brazil,"Boituva Municipality, The Mogiana region, São Paulo State, Brazil",1050 masl,Luis Fernando Schettino Moreira | Cafe Da Cabana Farm,"Red Obata, IAC 125, and Arara",Full natural and dried in the sun,,"Regional detailsAs the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  The Mogiana region, split between the states of São Paulo and Minas Gerais, is the most renowned of three major Brazilian growing regions.  This region has rolling hills and uneven terrain lending to farms that are small to medium in size.Sourcing DetailsFrom this volume of coffee, we have plucked a special treat traceable to a single farm called Fazenda da Cabana located in the municipality of Boituva.  Luis Fernando Schettino Moreira started focusing on the specialty coffee market and working with an export company called Bourbon Specialty Coffees.  The focus has been to organic farm management practices to balance sustainability and bring out the best quality.ProcessingWhile Luis Fernando’s driving focus is on creating organic farm management innovations, he is also well known for his post harvest processing experience.  Luis Fernando is careful to selectively pick and process ripe cherries at his mill.  Cherries are washed and floated to remove damaged and less dense seeds before the drying process begins.  Cherries are gently dried with a combination of raised beds and mechanical dryers to reduce moisture to 11 percent, and then carefully stored until it is time for milling and export.Exporting detailsLuis Fernando’s partnership with Bourbon Specialty Coffees helps with many of the logistics of selling to the international market, like warehousing and preparing coffee for export.",Oakland,SPOT,Organic,,325 Bags,,,,,,,,,,,,,,,
Brazil SS FC 14/16,https://royalcoffee.com/product/3427097000052412073/,$6.87,$604.52,132.28 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 14/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil SS FC 14/16,https://royalcoffee.com/product/3427097000052412082/,$6.87,$604.52,132.28 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 14/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000037540197/,$6.87,$603.74,132.11 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,"Peanut, neutral","As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Oakland,SPOT,Conventional,,309 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000054071415/,,$595.82,132.11 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,"Peanut, neutral","As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Houston,SPOT,Conventional,,14 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000054530447/,,$594.50,132.11 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,"Peanut, neutral","As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Midwest,SPOT,Conventional,,30 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000037540217/,$6.87,$604.52,132.28 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Oakland,SPOT,Conventional,,250 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000037540235/,$5.21,$609.81,132.28 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Seattle,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000037540244/,$6.87,$604.52,132.28 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000054619013/,,$500.77,130.07 lb,Full Bag,Brazil,,,,,,,,Shanghai,,,,325 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000054619020/,,$500.77,130.07 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Shanghai,,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000054619024/,,$500.77,130.07 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Shanghai,,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil SS FC 15/16,https://royalcoffee.com/product/3427097000054619030/,,$500.77,130.07 lb,Full Bag,Brazil,"Cerrado Region, Minas Gerais, Brazil",850-1100 masl,Producers from Brazil,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come in larger sizes with regional names. So, it becomes extremely helpful to understand regional nuances.  The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Located between São Paulo and Brasilia, coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predictable climate for processing coffee.  Cerrado lots frequently come from large suppliers that use highly mechanized processing strategies to manage larger volumes. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading system.",Shanghai,,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095543/,$6.87,$538.49,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095550/,$6.87,$525.48,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095555/,$6.87,$525.48,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095560/,$6.87,$525.48,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095565/,$6.87,$520.28,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095570/,$6.87,$520.28,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095575/,$6.87,$520.28,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS FC 2/3 15/16,https://royalcoffee.com/product/3427097000053095580/,$6.87,$550.20,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,"Coffee producers from Minas Gerais, Brazil","Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production.  Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which is known for its rolling hills and uneven terrain lending to farms that are small to medium in size.  When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 15/16 bean size, Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS GC 17/18,https://royalcoffee.com/product/3427097000051876006/,$6.87,$607.43,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,Producers from Minas Gerais,"Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes. Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production. Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which  is known for its rolling hills and uneven terrain lending to farms that are small to medium in size. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 17/18 bean size, Strictly Soft (SS), Good Cup (GC).",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS GC 17/18,https://royalcoffee.com/product/3427097000051876015/,$6.87,$607.43,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,Producers from Minas Gerais,"Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes. Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production. Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which  is known for its rolling hills and uneven terrain lending to farms that are small to medium in size. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 17/18 bean size, Strictly Soft (SS), Good Cup (GC).",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS GC 17/18,https://royalcoffee.com/product/3427097000051876020/,$6.87,$607.43,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,Producers from Minas Gerais,"Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes. Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production. Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which  is known for its rolling hills and uneven terrain lending to farms that are small to medium in size. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 17/18 bean size, Strictly Soft (SS), Good Cup (GC).",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS GC 17/18,https://royalcoffee.com/product/3427097000051876025/,$6.87,$607.43,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,Producers from Minas Gerais,"Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes. Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production. Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which  is known for its rolling hills and uneven terrain lending to farms that are small to medium in size. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 17/18 bean size, Strictly Soft (SS), Good Cup (GC).",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS GC 17/18,https://royalcoffee.com/product/3427097000051876061/,$6.87,$607.43,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,Producers from Minas Gerais,"Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes. Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production. Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which  is known for its rolling hills and uneven terrain lending to farms that are small to medium in size. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 17/18 bean size, Strictly Soft (SS), Good Cup (GC).",Oakland,SPOT,Conventional,,238 Bags,,,,,,,,,,,,,,,
Brazil Sul de Minas SS GC 17/18,https://royalcoffee.com/product/3427097000051876066/,$6.87,$607.43,130.07 lb,Full Bag,Brazil,"Minas Gerais, Brazil",925 - 1170 masl,Producers from Minas Gerais,"Mundo Novo, Acaiá, and Catucaí",Natural and dried in the sun and mechanical driers,,"As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes. Minas Gerais is the largest of the three major Brazilian growing regions and accounts for 50 percent of Brazil’s production. Minas Gerais has six micro-regions.  This particular lot comes from Sul de Minas, which  is known for its rolling hills and uneven terrain lending to farms that are small to medium in size. When the coffee is milled for export, the green beans are sorted by screen size and graded according to size and then cupped for quality.  Our current offering is 17/18 bean size, Strictly Soft (SS), Good Cup (GC).",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Burundi Kayanza Butanyerera Natural Grade 1,https://royalcoffee.com/product/3427097000051538877/,$6.20,$668.01,132.28 lb,Full Bag,Burundi,"Murima Zone, Butanyerera Province, Kayanza District, Burundi",1647 masl,289 Growers organized around Nkuba Washing Station,Local bourbon cultivars,Full natural and dried on raised beds,,,Oakland,SPOT,Conventional,,103 Bags,,,,,,,,,,,,,,,
